"comic_id","Title","Writer","Artist","Studio/Publisher","Release Year","Format","Theme (Color Style)","Genre","Country of Origin","Page Count","Rating (out of 10)","Status","Language","Age Rating","Awards","Volume Count"
"CMC-09138","America Chavez: Blood Hunt","Dan Slott","Jordan White","Marvel Comics","2004","Single Issue","Full Color","Superhero / Thriller","USA","912","8.4","Ongoing","English","Teen+","None","3"
"CMC-09139","Crow Evolution","Ryu Hashimoto","Vegeta style","Square Enix (Viz Media)","2017","Digital Manga","Black & White","Mystery / Thriller","Japan","5270","8.5","Ongoing","Japanese","Mature","None","25"
"CMC-09140","All-New Hawkeye","J.M. DeMatteis","Mark Waid","Marvel Comics","2004","Digital Single Issue","Full Color (Digital)","Superhero / Horror","USA","492","7.9","Completed","English","Teen+","Locus Award Winner","1"
"CMC-09141","Blood Claw (Manhua)","Sun Yee","Sun Yee","ACGN.CC","2013","Webtoon (Chinese)","Black & White","School / Romance","China","3743","7.7","Completed","Chinese","Mature","Harvey Award Nominee","1"
"CMC-09142","Ghost and Water","Brandon Graham","Marjorie Liu","IDW Publishing","2001","OGN","Full Color / Limited Palette","Comedy / Action","USA","1541","6.6","Completed","English","Teen+","Eagle Award Winner","9"
"CMC-09143","Dragon Fate","Aya Shimizu","Sara Ogawa","Leed-sha","2025","Single Issue / Tankobon","Black & White","Music / Drama","Japan","2933","8.6","Completed","Japanese","Teen+","Harvey Award Nominee","28"
"CMC-09144","Null Noise","Milo Manara","Milo Manara","Astiberri (Spain)","2026","Album","Full Color","Autobiography / Drama","Belgium","362","7.5","Completed","French","Young Adult","Manga Taisho Award Winner","3"
"CMC-09145","Last Blue","Robert Kirkman","Robert Kirkman","IDW Publishing","2022","Trade Paperback","Full Color","Supernatural / Horror","USA","1310","8.5","Completed","English","Young Adult","Angouleme Award Winner","11"
"CMC-09146","Plague Echo","Joe Hill","Joe Hill","Antarctic Press","2007","Graphic Novel","Black & White","Crime / Noir","Canada","1562","7.8","Ongoing","English","Teen+","None","7"
"CMC-09147","Zenith Academy","Kazushi Hagiwara","Kazushi Hagiwara","Ichijinsha","2019","Manga Volume","Black & White","Action / Fantasy","Japan","4804","7.7","Ongoing","Japanese","Mature 17+","Harvey Award Winner","10"
"CMC-09148","Divine File","Tai Ogata","Yama Kato","Hakusensha (Dark Horse)","2018","Manga Volume","Black & White","Seinen / Drama","Japan","4759","7.4","Ongoing","Japanese","Young Adult","None","40"
"CMC-09149","Blood Companion","Minato Kirishima","Keigo Yamada","Shogakukan (Viz Media)","2021","Manga Volume","Grayscale","Martial Arts / Action","Japan","2830","8.2","Ongoing","Japanese","All Ages","None","41"
"CMC-09150","Teen Titans: Knight","Dennis O'Neil","George Perez","DC Comics","2012","Trade Paperback","Full Color","Superhero / Political","USA","517","8.1","Ongoing","English","Teen+","None","11"
"CMC-09151","Demon Inheritance","Koji Kumeta","Akane Nakagawa","Ichijinsha","2006","Single Issue / Tankobon","Black & White","Sports / Action","Japan","3975","8.1","Ongoing","Japanese","Mature 17+","None","28"
"CMC-09152","Robin: Dark City","Patrick Gleason","Arnold Drake","DC (Vertigo)","2023","Single Issue","Full Color","Superhero / Noir","USA","272","7.4","Completed","English","Teen+","None","10"
"CMC-09153","Desolate Trial","Sora Fujimoto","Sora Fujimoto","Kadokawa (Yen Press)","2021","Tankobon","Black & White","Psychological / Thriller","Japan","5715","8.0","Completed","Japanese","Young Adult","Locus Award Winner","28"
"CMC-09154","Titans: and the Birds of Prey","Phillip Kennedy Johnson","Al Ewing (DC)","DC Comics","2020","Digital Single Issue","Full Color","Sci-Fi / Political Satire","USA","625","7.9","Completed","English","Mature","Eisner Award Nominee","12"
"CMC-09155","Of Old Ink","Laurent Vicomte","Laurent Vicomte","Star Comics (Italy)","2023","Graphic Novel","Black & White","Sci-Fi / Drama","Italy","273","8.2","Completed","Italian","All Ages","Eisner Award Winner","2"
"CMC-09156","S-Class Ice Academy","Shin Dong-hyun","Lim Tae-yang","MangaToon","2020","Webtoon Chapter Collection","Full Color (Pastel)","Reincarnation / Fantasy","South Korea","4925","7.5","Ongoing","Korean","Teen+","None","20"
"CMC-09157","Hope of First","Alison Bechdel","Al Ewing","Humanoids","2010","Webcomic","Watercolor","Supernatural / Horror","UK","843","9.1","Cancelled","English","Teen+","None","3"
"CMC-09158","Secret Invasion Excalibur","Nick Spencer","Vita Ayala","Marvel Comics","2006","Omnibus","Full Color / Limited Palette","Superhero / Psychological","USA","1472","7.9","Ongoing","English","Mature","None","7"
"CMC-09159","Crow History (Manhua)","Qian Lu","Goku style","U17 Comics","2025","Manhua Volume","Full Color (Digital)","Sci-Fi / Action","China","4027","8.4","Ongoing","Chinese","Mature","Locus Award Winner","30"
"CMC-09160","Tempest Report","Goku style","Goku style","Kadokawa (Yen Press)","2011","Digital Manga","Full Color (Special Edition)","Fantasy / Adventure","Japan","512","9.1","Completed","Japanese","Mature","Hugo Award Winner","37"
"CMC-09161","Heaven Academy (Manhua)","Qi Zhen","Jin Okamoto","U17 Comics","2015","Digital Manhua","Black & White","Isekai / Fantasy","China","4848","7.7","Completed","Chinese","Young Adult","None","29"
"CMC-09162","Wire Poison Secret","Emmanuel Guibert","Emmanuel Guibert","Glenat / NBM Publishing","2024","Graphic Novel","Full Color","Western / Action","Belgium","262","7.8","Completed","German","Teen+","Angouleme Award Winner","1"
"CMC-09163","Les Das Silk","Laurent Vicomte","Carlos Ezquerra","Humanoids Publishing","2006","Album","Full Color","Adventure / Historical","France","435","8.0","Ongoing","Italian","Mature","Harvey Award Winner","8"
"CMC-09164","Ice Alliance","Writer J","Writer J","Kakao / Yen Press","2016","Digital Webtoon","Full Color (Digital)","Hunter / Action","South Korea","4552","7.4","Hiatus","Korean","Teen+","None","14"
"CMC-09165","Serpent Vision (Manhua)","Tian Can Tu Dou","Tian Can Tu Dou","Lofter","2015","Webtoon (Chinese)","Full Color (Digital)","Cultivation / Fantasy","China","3604","8.0","Hiatus","Chinese","Young Adult","Harvey Award Nominee","12"
"CMC-09166","Hollow Domain","Ami Ueda","Vegeta style","Leed-sha","2017","Single Issue / Tankobon","Grayscale","Shoujo / Romance","Japan","1515","7.8","Completed","Japanese","Mature","None","19"
"CMC-09167","Fallen Heart","Saki Ota","Sara Ogawa","Kodansha (Kodansha USA)","2024","Single Issue / Tankobon","Black & White","Seinen / Drama","Japan","1823","7.8","Completed","Japanese","All Ages","None","9"
"CMC-09168","Knight Awakening","Kwon Ji","Bae Joon-hyun","Lezhin Comics","2016","Webtoon Chapter Collection","Full Color / Limited Palette","Sports / Action","South Korea","3300","7.9","Completed","Korean","Young Adult","Eagle Award Winner","16"
"CMC-09169","Hollow Awakening","Sara Ogawa","Shinichi Sakamoto","Hakusensha (Dark Horse)","2023","Tankobon","Grayscale","Dark Fantasy / Action","Japan","2325","7.7","Cancelled","Japanese","Mature","None","38"
"CMC-09170","Noise of Red","G. Willow Wilson","Jason Aaron","Vault Comics","2003","Hardcover","Full Color","Political / Drama","New Zealand","299","7.1","Ongoing","English","Mature","None","11"
"CMC-09171","Secret Files Zatanna","Len Wein","Grant Morrison","DC Comics","2000","Hardcover","Full Color","Sci-Fi / Political Satire","USA","958","8.4","Ongoing","English","Young Adult","Locus Award Winner","12"
"CMC-09172","Batgirl: Knightfall","Geoff Johns","Donny Cates (DC)","DC (Wildstorm)","2007","Single Issue","Full Color","Crime / Noir","USA","266","8.7","Completed","English","Teen+","None","3"
"CMC-09173","Rising Quest","Miku Ishii","Aiko Sato","Akita Shoten","2007","Single Issue / Tankobon","Black & White","School / Romance","Japan","5889","8.1","Completed","Japanese","Teen+","None","22"
"CMC-09174","Riddler: Dark","Peter J. Tomasi","Chuck Dixon","DC Comics","2008","Graphic Novel","Full Color","Superhero / Crime","USA","167","8.0","Completed","English","Mature 17+","None","9"
"CMC-09175","Paladin Realm","Author K","Oh Jae-won","Lezhin Comics","2016","Digital Webtoon","Full Color (Pastel)","Office / Romance","South Korea / USA","225","8.5","Ongoing","Korean","Mature","None","3"
"CMC-09176","Villain World","Jang Seo-yeon","Manhwaga K","Ridibooks","2011","Webtoon","Full Color (Digital)","System / Fantasy","South Korea / USA","3770","7.4","Completed","Korean","Teen+","None","13"
"CMC-09177","Rogue Return of F-Ranked Order","Cho Ye-rang","Baek Hyun-soo","Webtoon Originals","2022","Webtoon","Full Color (Digital)","Romance / Fantasy","South Korea","1560","8.1","Ongoing","Korean","Young Adult","None","17"
"CMC-09178","End of Spider-Man","Paul Jenkins","Bill Mantlo","Marvel Comics","2008","Digital Single Issue","Full Color","Superhero / Horror","USA","626","8.3","Completed","English","Teen+","None","8"
"CMC-09179","S-Class Tyrant A-Class Clan","Bae Soo","Song Ra","KakaoPage","2023","Webtoon","Full Color (Digital)","System / Fantasy","South Korea","1336","7.5","Ongoing","Korean","Young Adult","Eisner Award Nominee","9"
"CMC-09180","Ashen God","Zoro style","Ryota Nakamura","Houbunsha","2018","Single Issue / Tankobon","Grayscale","Music / Drama","Japan","1842","8.0","Ongoing","Japanese","All Ages","None","31"
"CMC-09181","Last Wire","Raina Telgemeier","Matt Fraction","Titan Comics","2023","Omnibus","Full Color / Limited Palette","Supernatural / Horror","USA","1688","7.8","Completed","English","Teen+","National Book Award Finalist","3"
"CMC-09182","Shadow Order","Haru Ikeda","Ren Kobayashi","Leed-sha","2007","Manga Volume","Black & White","Mecha / Sci-Fi","Japan","5770","7.2","Ongoing","Japanese","Teen+","Harvey Award Nominee","41"
"CMC-09183","Only and Ice","Shannon Watters","Shannon Watters","Pantheon Books","2013","Single Issue","Full Color","Western / Action","Canada","227","8.5","Completed","English","Mature","None","2"
"CMC-09184","Ant-Man: Spectacular","Brian Michael Bendis","Ales Kot","Marvel Comics","2003","Graphic Novel","Full Color","Superhero / Mythology","USA","545","7.5","Ongoing","English","Young Adult","None","3"
"CMC-09185","God Strongest Empire","Writer J","Writer J","Mr. Blue Corp","2023","Webtoon","Full Color (Digital)","System / Fantasy","South Korea / USA","3543","7.9","Completed","Korean","Teen+","None","9"
"CMC-09186","Superior Rogue","Mark Millar","Jonathan Hickman","Marvel Comics","2009","Trade Paperback","Full Color / Limited Palette","Superhero / Thriller","USA","1284","8.1","Ongoing","English","Mature","None","2"
"CMC-09187","Fading of the Underworld","Hana Yamashita","Daisuke Moriyama","Shogakukan (Viz Media)","2002","Single Issue / Tankobon","Full Color (Special Edition)","Sports / Action","Japan","5376","8.1","Ongoing","Japanese","Mature","None","26"
"CMC-09188","Return of Wolverine","Garth Ennis (Marvel)","Al Ewing","Marvel Comics","2011","Digital Single Issue","Full Color","Superhero / Thriller","USA","974","8.0","Completed","English","Teen+","Kodansha Manga Award Winner","13"
"CMC-09189","After Paper","Tom Taylor","Marjorie Liu","IDW Publishing","2005","Omnibus","Grayscale","Political / Drama","Canada","1922","8.0","Completed","English","Mature","None","3"
"CMC-09190","The Grid Lightning","Kat Leyh","Paul Pope","Seven Seas Entertainment","2017","Webcomic","Black & White","Literary / Drama","UK","2061","7.7","Ongoing","English","All Ages","None","4"
"CMC-09191","Desolate Memory","Mio Hayashi","Rumiko Takahashi","Futabasha","2025","Manga Volume","Black & White","Psychological / Thriller","Japan","1441","7.6","Completed","Japanese","All Ages","None","37"
"CMC-09192","Wind Return","Writer J","Writer J","Comico Korea","2024","Digital Webtoon","Full Color (Pastel)","Dungeon / Action","South Korea","3085","8.4","Ongoing","Korean","All Ages","None","8"
"CMC-09193","Ice Villain (Manhua)","Priest","Kentaro Yabuki","ACGN.CC","2017","Webtoon (Chinese)","Black & White","Romance / Historical","China","2416","8.4","Hiatus","Chinese","Teen+","Harvey Award Nominee","13"
"CMC-09194","Dragon Realm","Koji Kumeta","Daisuke Imai","Shogakukan (Viz Media)","2024","Tankobon","Grayscale","Romance / Drama","Japan","3439","7.6","Hiatus","Japanese","Teen+","Eisner Award Nominee","17"
"CMC-09195","Amber Player","Luna Aoyama","Luna Aoyama","Square Enix (Yen Press)","2019","Tankobon","Black & White","Shoujo / Romance","Japan","5534","7.9","Ongoing","Japanese","Teen+","None","7"
"CMC-09196","Legion of Super-Heroes: Long Halloween","Tom Taylor","James Tynion IV","DC (Vertigo)","2012","Graphic Novel","Full Color","Superhero / Drama","USA","339","7.7","Completed","English","Teen+","None","8"
"CMC-09197","Dawn Record","Akira Toriyama","Akira Toriyama","Houbunsha","2015","Single Issue / Tankobon","Grayscale","Mecha / Sci-Fi","Japan","4482","9.1","Ongoing","Japanese","Mature","Hugo Award Winner","30"
"CMC-09198","Fading Reincarnation","Vegeta style","Akane Nakagawa","Hakusensha (Dark Horse)","2000","Single Issue / Tankobon","Full Color (Special Edition)","Shoujo / Romance","Japan","5320","8.1","Cancelled","Japanese","Mature 17+","None","40"
"CMC-09199","The Empty Plague","Frank Quitely","Cece Bell","Fantagraphics Books","2021","Digital Single Issue","Black & White","Post-Apocalyptic / Drama","Canada","829","7.9","Completed","English","Mature","Locus Award Winner","3"
"CMC-09200","Nova: Siege of","G. Willow Wilson","Noelle Stevenson","Marvel Comics","2019","Trade Paperback","Full Color","Superhero / Sci-Fi","USA","1152","8.9","Completed","English","Mature","Eisner Award Nominee","1"
"CMC-09201","Dark Hulk","Kurt Busiek","G. Willow Wilson","Marvel Comics","2019","Hardcover","Full Color","Superhero / Political","USA","1189","8.0","Completed","English","Mature","None","3"
"CMC-09202","Dead Air","Jerry Craft","Brian K. Vaughan","Image Comics","2014","OGN","Full Color","Fantasy / Drama","USA","1608","8.5","Completed","English","Teen+","Harvey Award Winner","6"
"CMC-09203","Hell World","Jiro Saito","Jiro Saito","Shueisha (Manga Plus)","2015","Manga Volume","Full Color (Special Edition)","Shounen / Adventure","Japan","1968","7.5","Completed","Japanese","Mature 17+","None","20"
"CMC-09204","Day Memory","Mio Hayashi","Mio Hayashi","Shueisha (Manga Plus)","2026","Tankobon","Grayscale","Mystery / Thriller","Japan","2355","8.1","Completed","Japanese","Teen+","None","15"
"CMC-09205","Secret Files Penguin","G. Willow Wilson (DC)","Warren Ellis","DC (Vertigo)","2023","Hardcover","Full Color","Superhero / Sci-Fi","USA","247","7.6","Completed","English","Mature 17+","None","10"
"CMC-09206","Shadow Bone Orange","Antoine Ozanam","Antoine Ozanam","Drawn & Quarterly (Canada)","2021","Trade Paperback","Full Color","Horror / Supernatural","Spain","151","8.6","Ongoing","French","Mature 17+","National Book Award Finalist","1"
"CMC-09207","Thunder Player","Jiro Saito","Jiro Saito","Ichijinsha","2007","Manga Volume","Black & White","Sports / Action","Japan","5398","8.0","Ongoing","Japanese","Mature","Harvey Award Winner","45"
"CMC-09208","Endless Heart","Ichigo Kurosaki style","Ichigo Kurosaki style","Futabasha","2022","Single Issue / Tankobon","Full Color (Special Edition)","Seinen / Drama","Japan","5754","8.3","Ongoing","Japanese","Mature","Manga Taisho Award Winner","25"
"CMC-09209","Cursed Legend","Kai Yoshida","Shinichi Sakamoto","Akita Shoten","2000","Digital Manga","Black & White","Cooking / Slice of Life","Japan","4976","9.0","Completed","Japanese","Teen+","None","34"
"CMC-09210","New of Yellow","Greg Rucka","Jerry Craft","BOOM! Studios","2020","OGN","Black & White","Post-Apocalyptic / Drama","USA","1007","8.3","Ongoing","English","Mature","Kodansha Manga Award Winner","3"
"CMC-09211","Scarlet Witch: All-New","Chip Zdarsky","Brian Michael Bendis","Marvel Comics","2012","Single Issue","Full Color","Superhero / Sci-Fi","USA","1433","7.3","Ongoing","English","Mature","Hugo Award Winner","3"
"CMC-09212","America Chavez: Extraordinary","Donny Cates","Charles Soule","Marvel Comics","2000","Trade Paperback","Full Color / Limited Palette","Superhero / Mythology","USA","1308","8.3","Completed","English","Young Adult","Eagle Award Winner","7"
"CMC-09213","The Flash: Dark Victory","Patrick Gleason","Kelly Thompson (DC)","DC (Black Label)","2014","Digital Single Issue","Full Color","Superhero / Crime","USA","1067","7.9","Completed","English","Young Adult","Hugo Award Winner","8"
"CMC-09214","Cyclops: Infamous","Torunn Gronbekk","J.M. DeMatteis","Marvel Comics","2006","Graphic Novel","Full Color","Superhero / Political","USA","712","7.6","Completed","English","All Ages","None","10"
"CMC-09215","Tyrant Strongest Realm","An Hyun","An Hyun","KakaoPage","2022","Digital Webtoon","Full Color (Digital)","Sports / Action","South Korea","4822","8.8","Completed","Korean","Young Adult","Harvey Award Winner","13"
"CMC-09216","Ice Die La","Antoine Ozanam","Hermann Huppen","Astiberri (Spain)","2019","Hardcover Album","Full Color","Comedy / Adventure","Italy","65","8.5","Completed","German","All Ages","None","6"
"CMC-09217","Ashen Path","Zenko Fujiwara","Daisuke Imai","Akita Shoten","2025","Single Issue / Tankobon","Black & White","Romance / Drama","Japan","6600","8.1","Completed","Japanese","Teen+","Japan Media Arts Award Winner","30"
"CMC-09218","Mystère Voyage Les","Marjane Satrapi","Marjane Satrapi","Dargaud / Dark Horse","2006","Album","Full Color","Comedy / Adventure","Italy","500","8.1","Hiatus","Italian","Mature","Harvey Award Winner","4"
"CMC-09219","Demon Thunder Tower","Yoon Mi","Lee Min-soo","Webtoon Originals","2021","Webtoon","Full Color (Digital)","Horror / Thriller","South Korea","4153","7.7","Ongoing","Korean","Young Adult","None","3"
"CMC-09220","Crow Ascending","Yuki Tanaka","Tai Ogata","Kodansha (Kodansha USA)","2011","Digital Manga","Black & White","Romance / Drama","Japan","1947","8.5","Ongoing","Japanese","Young Adult","Manga Taisho Award Winner","40"
"CMC-09221","Tiger Trial","Ken Nakashima","Hiroyuki Takei","Kadokawa (Yen Press)","2007","Single Issue / Tankobon","Black & White","Psychological / Thriller","Japan","5550","8.4","Completed","Japanese","Young Adult","Harvey Award Nominee","16"
"CMC-09222","Echo El Vert","Bryan Talbot","Bryan Talbot","Drawn & Quarterly (Canada)","2016","Hardcover Album","Full Color","War / Historical","Switzerland","275","8.8","Completed","Italian","Teen+","None","8"
"CMC-09223","Hawk League","Hana Yamashita","Hana Yamashita","Square Enix (Viz Media)","2022","Digital Manga","Black & White","Slice of Life / Drama","Japan","6187","8.1","Ongoing","Japanese","Mature","None","39"
"CMC-09224","Weakest Gate","Jung Dae-ho","Nam Hyun-jun","Comico Korea","2024","Webtoon Chapter Collection","Full Color (Pastel)","Drama / Romance","South Korea","3042","7.1","Completed","Korean","Teen+","None","18"
"CMC-09225","Golden Rival","Taka Nishimura","Taro Nakamura","Hakusensha (Dark Horse)","2022","Tankobon","Black & White","Seinen / Drama","Japan","2569","8.2","Completed","Japanese","Teen+","None","11"
"CMC-09226","Death of Excalibur","Greg Pak","Greg Pak","Marvel Comics","2000","Single Issue","Full Color / Limited Palette","Superhero / Action","USA","546","7.7","Completed","English","Young Adult","Hugo Award Winner","8"
"CMC-09227","Tyrant Realm","Writer J","Writer J","Lezhin Comics","2008","Webtoon Chapter Collection","Full Color / Limited Palette","Romance / Fantasy","South Korea","4830","7.3","Ongoing","Korean","Teen+","None","3"
"CMC-09228","Ghost and Grid","Rick Remender","Rick Remender","AWA Studios","2003","Hardcover","Black & White","Comedy / Action","USA","1031","7.9","Completed","English","Teen+","Hugo Award Winner","11"
"CMC-09229","Fox Prophecy","Jin Okamoto","Daichi Kimura","Kadokawa (Yen Press)","2000","Single Issue / Tankobon","Black & White","Historical / Drama","Japan","6698","7.3","Completed","Japanese","Teen+","None","40"
"CMC-09230","Steel Eye","Hiroyuki Takei","Hiroyuki Takei","Hakusensha (Dark Horse)","2020","Single Issue / Tankobon","Full Color (Special Edition)","Music / Drama","Japan","550","8.1","Completed","Japanese","Teen+","None","28"
"CMC-09231","Dragon Empire","Minato Kirishima","Minato Kirishima","Shueisha (Viz Media)","2020","Tankobon","Black & White","Action / Historical","Japan","2070","8.6","Completed","Japanese","Teen+","None","30"
"CMC-09232","Fading Contract","Hiroshi Araya","Mitsuru Adachi","Shueisha (Viz Media)","2016","Single Issue / Tankobon","Black & White","Seinen / Drama","Japan","5181","8.2","Ongoing","Japanese","Mature","None","2"
"CMC-09233","Captain Marvel: Absolute","Jeff Parker","Paul Jenkins","Marvel Comics","2016","Graphic Novel","Full Color (Digital)","Superhero / Thriller","USA","1339","7.9","Completed","English","All Ages","None","5"
"CMC-09234","Solo Realm","Oh Jae-won","Oh Jae-won","Kakao / Yen Press","2000","Digital Webtoon","Full Color / Limited Palette","System / Fantasy","South Korea","3948","8.3","Ongoing","Korean","Mature 17+","None","4"
"CMC-09235","Blazing Spirit","Hiroyuki Takei","Aiko Sato","Ichijinsha","2026","Manga Volume","Black & White","Sports / Action","Japan","494","8.0","Completed","Japanese","Teen+","Eagle Award Winner","31"
"CMC-09236","Silver Log","Ken Nakashima","Jiro Saito","Kodansha (Kodansha USA)","2009","Manga Volume","Black & White","Romance / Drama","Japan","4985","8.6","Completed","Japanese","Teen+","Eisner Award Winner","34"
"CMC-09237","Rising Zero","Rumiko Takahashi","Mio Hayashi","Kodansha (Crunchyroll)","2006","Manga Volume","Full Color (Special Edition)","Mecha / Sci-Fi","Japan","548","9.0","Completed","Japanese","Mature","None","35"
"CMC-09238","Secret Avengers: Venomverse","Greg Pak","Jeff Parker","Marvel Comics","2024","Omnibus","Full Color","Superhero / Crime","USA","524","8.0","Completed","English","Teen+","Eagle Award Winner","2"
"CMC-09239","Immortal Origin","Ami Ueda","Ami Ueda","Ichijinsha","2024","Single Issue / Tankobon","Black & White","Slice of Life / Drama","Japan","789","7.9","Hiatus","Japanese","Teen+","Eisner Award Nominee","7"
"CMC-09240","Cursed Inheritance","Yuki Tanaka","Sora Fujimoto","Houbunsha","2023","Digital Manga","Grayscale","Isekai / Fantasy","Japan","5947","8.4","Completed","Japanese","Teen+","Kodansha Manga Award Winner","13"
"CMC-09241","Lost Note","Luna Aoyama","Yama Kato","Square Enix (Viz Media)","2010","Digital Manga","Full Color (Special Edition)","Isekai / Fantasy","Japan","4375","8.2","Completed","Japanese","Teen+","None","9"
"CMC-09242","A-Class Mage Dragon Comeback","Lee Min-soo","Lee Min-soo","Mr. Blue Corp","2026","Digital Webtoon","Full Color (Pastel)","Fantasy / Action","South Korea / Japan","4760","7.8","Completed","Korean","Mature 17+","Harvey Award Nominee","19"
"CMC-09243","Rogue: Venomverse","Bill Mantlo","Ales Kot","Marvel Comics","2001","Omnibus","Full Color / Limited Palette","Superhero / Mythology","USA","780","7.7","Completed","English","Teen+","Harvey Award Nominee","12"
"CMC-09244","Lord Counterattack","Yoon Mi","Kwon Min-ji","MangaToon","2026","Digital Webtoon","Full Color / Limited Palette","Dungeon / Action","South Korea","3709","8.3","Hiatus","Korean","Mature 17+","None","14"
"CMC-09245","Golden Hero","Saki Ota","Zenko Fujiwara","Shueisha (Viz Media)","2007","Manga Volume","Grayscale","Martial Arts / Action","Japan","1367","7.9","Completed","Japanese","Teen+","None","20"
"CMC-09246","The Empire","Park Ji-hoon","Manhwaga K","Naver / Line Webtoon","2025","Digital Webtoon","Full Color (Digital)","Comedy / Slice of Life","South Korea","4710","7.8","Completed","Korean","Teen+","None","3"
"CMC-09247","Night Knight","Sora Fujimoto","Sora Fujimoto","Kodansha (Kodansha USA)","2013","Manga Volume","Black & White","Seinen / Drama","Japan","2666","8.5","Ongoing","Japanese","Teen+","Eisner Award Winner","32"
"CMC-09248","Null of Green","Brian K. Vaughan","Brian K. Vaughan","Tokyopop","2016","Graphic Novel","Full Color / Limited Palette","Magical Realism / Drama","Canada","445","8.2","Ongoing","English","Mature","Angouleme Award Winner","7"
"CMC-09249","Atom: Knight","Patrick Gleason","Marv Wolfman","DC Comics","2002","Omnibus","Full Color","Superhero / Mythology","USA","1026","7.7","Ongoing","English","Mature","None","7"
"CMC-09250","Only Pink Echo","Jean Giraud","Lewis Trondheim","Star Comics (Italy)","2009","Album","Full Color","Literary / Drama","France / Belgium","82","7.8","Ongoing","English","Teen+","None","6"
"CMC-09251","Batwoman: Family","Brian Azzarello","Warren Ellis","DC Comics","2021","Hardcover","Full Color","Superhero / Crime","USA","1622","7.6","Ongoing","English","Mature","None","7"
"CMC-09252","Air of Blue","Cece Bell","Sean Murphy","BOOM! Studios","2004","OGN","Full Color","Magical Realism / Drama","UK","2221","7.9","Hiatus","English","Mature","National Book Award Finalist","5"
"CMC-09253","Shadow Realm","Yoon Mi","Yoon Mi","NT Novel","2016","Webtoon Chapter Collection","Full Color (Digital)","Isekai / Action","South Korea / USA","1269","7.3","Completed","Korean","Mature","None","8"
"CMC-09254","Family Animal Man","Greg Rucka","Ed Brubaker","DC (Wildstorm)","2026","Single Issue","Full Color","Western / Supernatural","USA","1114","8.6","Completed","English","Mature","Kodansha Manga Award Winner","14"
"CMC-09255","Zenith Dream","Hana Yamashita","Hana Yamashita","Shueisha (Manga Plus)","2019","Single Issue / Tankobon","Grayscale","Action / Supernatural","Japan","3572","8.3","Cancelled","Japanese","All Ages","None","33"
"CMC-09256","Luke Cage: End of","Ales Kot","Charles Soule","Marvel Comics","2025","Hardcover","Full Color","Superhero / Psychological","USA","1066","8.5","Completed","English","Teen+","Eisner Award Winner","14"
"CMC-09257","Last Shadow","Sean Murphy","Kat Leyh","First Second Books","2025","Omnibus","Full Color","Post-Apocalyptic / Action","New Zealand","2457","8.1","Ongoing","English","Teen+","Hugo Award Winner","4"
"CMC-09258","Heaven Circle","Souta Kawamoto","Saki Ota","Square Enix (Yen Press)","2014","Manga Volume","Black & White","Sports / Action","Japan","6396","7.8","Hiatus","Japanese","Teen+","Eisner Award Winner","17"
"CMC-09259","Warrior Knight Thunder Regression","Lee Min-soo","Yoon Mi","Lezhin Comics","2016","Webtoon","Full Color (Pastel)","Historical / Romance","South Korea","3639","7.8","Ongoing","Korean","Young Adult","None","9"
"CMC-09260","Solo Weakest Hunter Gate","Kim Lim","Song Ji-young","Ridibooks","2019","Webtoon","Full Color (Digital)","Office / Romance","South Korea","3807","7.8","Ongoing","Korean","All Ages","None","1"
"CMC-09261","Hunter Hero Commander Union","Choi Hyun-woo","Lee Dae","Tapas Media","2019","Digital Webtoon","Full Color (Digital)","Isekai / Action","South Korea","2154","8.5","Cancelled","Korean","Mature 17+","None","19"
"CMC-09262","Crimson Warrior","Emi Fukuda","Mei Ito","Houbunsha","2008","Tankobon","Black & White","Sports / Action","Japan","3734","9.3","Hiatus","Japanese","All Ages","None","13"
"CMC-09263","Blood Order","Kai Yoshida","Kai Yoshida","Ichijinsha","2024","Manga Volume","Black & White","Psychological / Thriller","Japan","6192","8.1","Completed","Japanese","Young Adult","Eisner Award Winner","3"
"CMC-09264","Weakest We Void Revenge","Carnby Kim","Carnby Kim","Lezhin Comics","2022","Digital Webtoon","Full Color / Limited Palette","Historical / Romance","South Korea / USA","2558","8.2","Ongoing","Korean","Mature","None","1"
"CMC-09265","Sacred Prophecy","Luna Aoyama","Souta Kawamoto","Square Enix (Yen Press)","2025","Tankobon","Black & White","Mecha / Sci-Fi","Japan","1496","8.2","Hiatus","Japanese","Teen+","None","22"
"CMC-09266","Last Glass","Marjorie Liu","Jeff Lemire","Bad Idea","2021","Graphic Novel","Full Color","Spy / Action","USA","1505","7.8","Completed","English","Teen+","Eagle Award Winner","8"
"CMC-09267","Scarlet Guardian","Sasuke Uchiha style","Hiroshi Araya","Kodansha (Crunchyroll)","2024","Digital Manga","Black & White","Isekai / Fantasy","Japan","6308","7.5","Completed","Japanese","Mature","None","34"
"CMC-09268","Dead Blood Yellow","Jean Giraud","Jean Giraud","Editions Glénat","2017","Trade Paperback","Full Color","Crime / Noir","Italy","75","7.4","Hiatus","Italian","Teen+","None","3"
"CMC-09269","Undying Shield","Goku style","Tomo Yoshimura","Akita Shoten","2024","Digital Manga","Black & White","Historical / Drama","Japan","4131","9.0","Completed","Japanese","Teen+","Eagle Award Winner","18"
